type,subject,grade,difficulty,language,question,statement,answers,correct_index,correct_answer,explanation,unit,image_url,tags,time_limit,created_at,updated_at
number-input,general-knowledge,3,2,de,Wie viele Tage hat ein Schaltjahr?,,,,366,Schaltjahre haben 366 Tage.,,,"[""general-knowledge"", ""number-input"", ""de"", ""grade-3"", ""diff-2""]",15400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,2,3,de,Wie viel ist 73 − 9?,,"[""64"", ""63"", ""66"", ""65""]",0,,Das richtige Ergebnis ist 64.,,,"[""math"", ""arithmetic"", ""de"", ""grade-2"", ""diff-3""]",22400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,general-knowledge,2,1,de,In einer Nahrungskette: Was ist eine Pflanze?,,"[""Produzent"", ""Konsument"", ""Zersetzer"", ""R\u00e4uber""]",0,,Pflanzen sind Produzenten.,,,"[""general-knowledge"", ""de"", ""grade-2"", ""diff-1""]",12800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,geography,1,1,en,How many continents are there on Earth?,,,,7,Standard model is 7.,,,"[""geography"", ""number-input"", ""en"", ""grade-1"", ""diff-1""]",14400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,geography,3,3,en,,Skopje is the capital of Czech Republic.,,,False,The capital of Czech Republic is Prague.,,,"[""geography"", ""true-false"", ""en"", ""grade-3"", ""diff-3""]",19600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,language,5,3,en,,"In English, a sentence must start with a capital letter.",,,True,This is a standard grammar rule.,,,"[""language"", ""true-false"", ""en"", ""grade-5"", ""diff-3""]",14000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,general-knowledge,3,3,en,How many days are there in a leap year?,,,,366,Leap years have 366 days.,,,"[""general-knowledge"", ""number-input"", ""en"", ""grade-3"", ""diff-3""]",19600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,3,4,fr,Choisissez la forme correcte : 'They ___ happy.',,"[""is"", ""are"", ""am"", ""be""]",1,,Le pluriel utilise 'are'.,,,"[""language"", ""grammar"", ""fr"", ""grade-3"", ""diff-4""]",23800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,general-knowledge,2,4,en,Which animal is shown in the image?,,"[""Cat"", ""Dog"", ""Bird"", ""Fish""]",0,,Recognize the animal in the image.,,https://picsum.photos/seed/img890/400/300,"[""general-knowledge"", ""image"", ""en"", ""grade-2"", ""diff-4""]",27200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,1,3,en,What is 97 ÷ 8? (round to nearest integer),,"[""11"", ""14"", ""13"", ""12""]",3,,The correct result is 12.,,,"[""math"", ""arithmetic"", ""en"", ""grade-1"", ""diff-3""]",25200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,general-knowledge,5,1,de,Wie viele Tage hat ein Schaltjahr?,,,,366,Schaltjahre haben 366 Tage.,,,"[""general-knowledge"", ""number-input"", ""de"", ""grade-5"", ""diff-1""]",8000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,5,1,fr,Combien font 14 + 31 ?,,"[""45"", ""44"", ""47"", ""46""]",0,,Le résultat correct est 45.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-5"", ""diff-1""]",8000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,2,2,fr,Choisissez la forme correcte : 'They ___ happy.',,"[""is"", ""are"", ""am"", ""be""]",1,,Le pluriel utilise 'are'.,,,"[""language"", ""grammar"", ""fr"", ""grade-2"", ""diff-2""]",17600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,6,4,en,What is the capital of Argentina?,,"[""Ottawa"", ""Buenos Aires"", ""Bras\u00edlia"", ""Berlin""]",1,,The capital of Argentina is Buenos Aires.,,,"[""geography"", ""capitals"", ""en"", ""grade-6"", ""diff-4""]",13600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,general-knowledge,1,3,en,,"At sea level, water boils at 100°C.",,,True,Boiling point of water at sea level is 100°C.,,,"[""general-knowledge"", ""true-false"", ""en"", ""grade-1"", ""diff-3""]",25200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,general-knowledge,5,3,fr,Combien de jours y a-t-il dans une année bissextile ?,,,,366,Les années bissextiles ont 366 jours.,,,"[""general-knowledge"", ""number-input"", ""fr"", ""grade-5"", ""diff-3""]",14000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,math,3,3,de,,8 + 8 ist gleich 2 × 8.,,,True,Durch das Distributivgesetz stimmt das immer.,,,"[""math"", ""true-false"", ""de"", ""grade-3"", ""diff-3""]",19600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,geography,1,4,en,,Brasília is the capital of United Kingdom.,,,False,The capital of United Kingdom is London.,,,"[""geography"", ""true-false"", ""en"", ""grade-1"", ""diff-4""]",30600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,general-knowledge,5,1,en,,"At sea level, water boils at 100°C.",,,True,Boiling point of water at sea level is 100°C.,,,"[""general-knowledge"", ""true-false"", ""en"", ""grade-5"", ""diff-1""]",8000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,2,2,en,What is 11 × 12?,,"[""128"", ""135"", ""130"", ""132""]",3,,The correct result is 132.,,,"[""math"", ""arithmetic"", ""en"", ""grade-2"", ""diff-2""]",17600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,language,4,2,fr,Combien de lettres contient le mot anglais 'elephant' ?,,,,8,Comptez les lettres du mot anglais.,,,"[""language"", ""spelling"", ""fr"", ""grade-4"", ""diff-2""]",13200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,math,4,1,en,,16 + 16 equals 2 × 16.,,,True,"By distributive property, it's always true.",,,"[""math"", ""true-false"", ""en"", ""grade-4"", ""diff-1""]",9600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,3,2,fr,Sur quel continent se trouve Finland ?,,"[""Europe"", ""South America"", ""Africa"", ""Oceania""]",0,,Finland se trouve en Europe.,,,"[""geography"", ""continents"", ""fr"", ""grade-3"", ""diff-2""]",15400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,math,2,2,en,,50 + 3 is greater than 50 × 3.,,,False,Compare sum vs product to decide.,,,"[""math"", ""true-false"", ""en"", ""grade-2"", ""diff-2""]",17600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,geography,6,4,fr,Combien y a-t-il de continents sur Terre ?,,,,7,Le modèle standard en compte 7.,,,"[""geography"", ""number-input"", ""fr"", ""grade-6"", ""diff-4""]",13600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,general-knowledge,3,4,en,How many days are there in a leap year?,,,,366,Leap years have 366 days.,,,"[""general-knowledge"", ""number-input"", ""en"", ""grade-3"", ""diff-4""]",23800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,5,5,de,Ein Quadrat hat Seitenlänge 3 cm. Wie groß ist sein Umfang?,,"[""16"", ""20"", ""12"", ""8""]",2,,Das richtige Ergebnis ist 12.,,,"[""math"", ""arithmetic"", ""de"", ""grade-5"", ""diff-5""]",20000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,general-knowledge,2,2,en,How many days are there in a leap year?,,,,366,Leap years have 366 days.,,,"[""general-knowledge"", ""number-input"", ""en"", ""grade-2"", ""diff-2""]",17600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,language,4,2,en,,"In English, a sentence must start with a capital letter.",,,True,This is a standard grammar rule.,,,"[""language"", ""true-false"", ""en"", ""grade-4"", ""diff-2""]",13200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,general-knowledge,3,4,en,Which planet is known as the Red Planet?,,"[""Mars"", ""Jupiter"", ""Venus"", ""Mercury""]",0,,Mars is called the Red Planet due to iron oxide (rust) on its surface.,,,"[""general-knowledge"", ""en"", ""grade-3"", ""diff-4""]",23800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,geography,2,2,en,Approximately how tall (in meters) is the Eiffel Tower? (nearest whole number),,,,324,Eiffel Tower is ~324 m tall.,m,,"[""geography"", ""number-input"", ""en"", ""grade-2"", ""diff-2""]",17600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,5,2,en,What is the plural of 'mouse'?,,"[""mouses"", ""mices"", ""mice"", ""mouse""]",2,,'mouse' → 'mice' is an irregular plural.,,,"[""language"", ""grammar"", ""en"", ""grade-5"", ""diff-2""]",11000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,6,5,fr,Quelle est la capitale de Kosovo ?,,"[""Mexico City"", ""Pristina"", ""Oslo"", ""Berlin""]",1,,La capitale de Kosovo est Pristina.,,,"[""geography"", ""capitals"", ""fr"", ""grade-6"", ""diff-5""]",16000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,2,1,fr,Combien font 43 + 42 ?,,"[""85"", ""84"", ""87"", ""86""]",0,,Le résultat correct est 85.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-2"", ""diff-1""]",12800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,general-knowledge,6,5,fr,Quel animal est montré sur l'image ?,,"[""Chat"", ""Chien"", ""Oiseau"", ""Poisson""]",3,,Reconnaissez l'animal sur l'image.,,https://picsum.photos/seed/img916/400/300,"[""general-knowledge"", ""image"", ""fr"", ""grade-6"", ""diff-5""]",16000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,language,5,2,fr,Combien de lettres contient le mot anglais 'banana' ?,,,,6,Comptez les lettres du mot anglais.,,,"[""language"", ""spelling"", ""fr"", ""grade-5"", ""diff-2""]",11000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,6,3,de,Wie viel ist 61 ÷ 12? (auf ganze Zahl runden),,"[""4"", ""6"", ""7"", ""5""]",3,,Das richtige Ergebnis ist 5.,,,"[""math"", ""arithmetic"", ""de"", ""grade-6"", ""diff-3""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,language,2,2,en,How many letters are in the word 'elephant'?,,,,8,Count the letters in the word.,,,"[""language"", ""spelling"", ""en"", ""grade-2"", ""diff-2""]",17600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,geography,6,3,de,,Es gibt 7 Kontinente auf der Erde.,,,True,Das gängige Modell zählt 7 Kontinente.,,,"[""geography"", ""true-false"", ""de"", ""grade-6"", ""diff-3""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,4,4,de,Wie viel ist 12 − 1?,,"[""11"", ""12"", ""10"", ""13""]",0,,Das richtige Ergebnis ist 11.,,,"[""math"", ""arithmetic"", ""de"", ""grade-4"", ""diff-4""]",20400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,general-knowledge,1,2,en,How many days are there in a leap year?,,,,366,Leap years have 366 days.,,,"[""general-knowledge"", ""number-input"", ""en"", ""grade-1"", ""diff-2""]",19800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,geography,4,1,en,,Canberra is the capital of France.,,,False,The capital of France is Paris.,,,"[""geography"", ""true-false"", ""en"", ""grade-4"", ""diff-1""]",9600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,general-knowledge,6,3,fr,Quelle est la température corporelle normale (°C) ?,,"[""36,5\u201337,5\u00b0C"", ""20\u201325\u00b0C"", ""15\u201318\u00b0C"", ""40\u201342\u00b0C""]",0,,"Plage normale ~36,5–37,5°C.",,,"[""general-knowledge"", ""fr"", ""grade-6"", ""diff-3""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,general-knowledge,2,3,en,,"At sea level, water boils at 100°C.",,,True,Boiling point of water at sea level is 100°C.,,,"[""general-knowledge"", ""true-false"", ""en"", ""grade-2"", ""diff-3""]",22400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,geography,3,4,en,How many continents are there on Earth?,,,,7,Standard model is 7.,,,"[""geography"", ""number-input"", ""en"", ""grade-3"", ""diff-4""]",23800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,3,1,fr,Sur quel continent se trouve Ukraine ?,,"[""South America"", ""Oceania"", ""Africa"", ""Europe""]",3,,Ukraine se trouve en Europe.,,,"[""geography"", ""continents"", ""fr"", ""grade-3"", ""diff-1""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,3,3,de,Wie viel ist 66 ÷ 6? (auf ganze Zahl runden),,"[""10"", ""13"", ""12"", ""11""]",3,,Das richtige Ergebnis ist 11.,,,"[""math"", ""arithmetic"", ""de"", ""grade-3"", ""diff-3""]",19600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,geography,3,3,en,Approximately how tall (in meters) is the Eiffel Tower? (nearest whole number),,,,324,Eiffel Tower is ~324 m tall.,m,,"[""geography"", ""number-input"", ""en"", ""grade-3"", ""diff-3""]",19600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,1,2,fr,Choisissez la forme correcte : 'They ___ happy.',,"[""is"", ""are"", ""am"", ""be""]",1,,Le pluriel utilise 'are'.,,,"[""language"", ""grammar"", ""fr"", ""grade-1"", ""diff-2""]",19800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,6,1,de,Wie viel ist 9 ÷ 3? (auf ganze Zahl runden),,"[""4"", ""3"", ""2"", ""5""]",1,,Das richtige Ergebnis ist 3.,,,"[""math"", ""arithmetic"", ""de"", ""grade-6"", ""diff-1""]",6400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,2,1,en,What is 28 − 7?,,"[""21"", ""23"", ""22"", ""20""]",0,,The correct result is 21.,,,"[""math"", ""arithmetic"", ""en"", ""grade-2"", ""diff-1""]",12800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,general-knowledge,1,2,de,Welcher Planet ist als der Rote Planet bekannt?,,"[""Mars"", ""Jupiter"", ""Venus"", ""Merkur""]",0,,Mars heißt der Rote Planet wegen Eisenoxid (Rost) auf der Oberfläche.,,,"[""general-knowledge"", ""de"", ""grade-1"", ""diff-2""]",19800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,6,4,de,Wie heißt die Hauptstadt von Greece?,,"[""Oslo"", ""Tokyo"", ""Bras\u00edlia"", ""Athens""]",3,,Die Hauptstadt von Greece ist Athens.,,,"[""geography"", ""capitals"", ""de"", ""grade-6"", ""diff-4""]",13600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,4,3,en,Choose the correct form: 'They ___ happy.',,"[""is"", ""are"", ""am"", ""be""]",1,,Plural subject uses 'are'.,,,"[""language"", ""grammar"", ""en"", ""grade-4"", ""diff-3""]",16800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,6,4,de,Auf welchem Kontinent liegt Switzerland?,,"[""Africa"", ""Europe"", ""Asia"", ""Antarctica""]",1,,Switzerland liegt in Europe.,,,"[""geography"", ""continents"", ""de"", ""grade-6"", ""diff-4""]",13600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,1,3,de,Was ist der Plural von 'mouse' auf Englisch?,,"[""mouses"", ""mices"", ""mice"", ""mouse""]",2,,'mouse' → 'mice' ist ein unregelmäßiger Plural.,,,"[""language"", ""grammar"", ""de"", ""grade-1"", ""diff-3""]",25200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,geography,4,3,en,How many continents are there on Earth?,,,,7,Standard model is 7.,,,"[""geography"", ""number-input"", ""en"", ""grade-4"", ""diff-3""]",16800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,6,3,fr,Combien font 35 + 39 ?,,"[""74"", ""73"", ""75"", ""76""]",0,,Le résultat correct est 74.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-6"", ""diff-3""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,general-knowledge,2,1,en,,"At sea level, water boils at 100°C.",,,True,Boiling point of water at sea level is 100°C.,,,"[""general-knowledge"", ""true-false"", ""en"", ""grade-2"", ""diff-1""]",12800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,geography,6,3,en,,Oslo is the capital of Finland.,,,False,The capital of Finland is Helsinki.,,,"[""geography"", ""true-false"", ""en"", ""grade-6"", ""diff-3""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,3,1,en,A square has side 12 cm. What is its perimeter?,,"[""48"", ""52"", ""56"", ""44""]",0,,The correct result is 48.,,,"[""math"", ""arithmetic"", ""en"", ""grade-3"", ""diff-1""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,6,2,en,What is 4 + 13?,,"[""17"", ""16"", ""19"", ""18""]",0,,The correct result is 17.,,,"[""math"", ""arithmetic"", ""en"", ""grade-6"", ""diff-2""]",8800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,language,1,1,en,,"In English, a sentence must start with a capital letter.",,,True,This is a standard grammar rule.,,,"[""language"", ""true-false"", ""en"", ""grade-1"", ""diff-1""]",14400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,3,2,de,Auf welchem Kontinent liegt Hungary?,,"[""Europe"", ""South America"", ""Africa"", ""Oceania""]",0,,Hungary liegt in Europe.,,,"[""geography"", ""continents"", ""de"", ""grade-3"", ""diff-2""]",15400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,4,1,en,On which continent is Kosovo?,,"[""South America"", ""Antarctica"", ""Oceania"", ""Europe""]",3,,Kosovo is in Europe.,,,"[""geography"", ""continents"", ""en"", ""grade-4"", ""diff-1""]",9600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,general-knowledge,4,3,fr,Quelle planète est connue comme la planète rouge ?,,"[""Mars"", ""Jupiter"", ""V\u00e9nus"", ""Mercure""]",0,,Mars est appelée la planète rouge à cause de l'oxyde de fer.,,,"[""general-knowledge"", ""fr"", ""grade-4"", ""diff-3""]",16800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,general-knowledge,4,4,de,In einer Nahrungskette: Was ist eine Pflanze?,,"[""Produzent"", ""Konsument"", ""Zersetzer"", ""R\u00e4uber""]",0,,Pflanzen sind Produzenten.,,,"[""general-knowledge"", ""de"", ""grade-4"", ""diff-4""]",20400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,general-knowledge,6,2,en,Which shape is shown in the image?,,"[""Circle"", ""Square"", ""Triangle"", ""Rectangle""]",0,,Identify the basic geometric shape.,,https://picsum.photos/seed/img949/400/300,"[""general-knowledge"", ""image"", ""en"", ""grade-6"", ""diff-2""]",8800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,2,3,en,What is the capital of USA?,,"[""Warsaw"", ""Tokyo"", ""Washington, D.C."", ""Belgrade""]",2,,"The capital of USA is Washington, D.C..",,,"[""geography"", ""capitals"", ""en"", ""grade-2"", ""diff-3""]",22400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,language,4,2,en,Which shape is shown in the image?,,"[""Circle"", ""Square"", ""Triangle"", ""Rectangle""]",3,,Identify the basic geometric shape.,,https://picsum.photos/seed/img951/400/300,"[""language"", ""image"", ""en"", ""grade-4"", ""diff-2""]",13200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,math,1,5,fr,Quel animal est montré sur l'image ?,,"[""Chat"", ""Chien"", ""Oiseau"", ""Poisson""]",0,,Reconnaissez l'animal sur l'image.,,https://picsum.photos/seed/img952/400/300,"[""math"", ""image"", ""fr"", ""grade-1"", ""diff-5""]",36000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,language,6,3,en,How many letters are in the word 'mountain'?,,,,8,Count the letters in the word.,,,"[""language"", ""spelling"", ""en"", ""grade-6"", ""diff-3""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,language,1,1,de,,Im Englischen beginnt ein Satz mit einem Großbuchstaben.,,,True,Das ist eine Standardregel der Grammatik.,,,"[""language"", ""true-false"", ""de"", ""grade-1"", ""diff-1""]",14400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,language,3,4,de,Wieviele Buchstaben hat das Wort 'computer' (engl.)?,,,,8,Zähle die Buchstaben des englischen Wortes.,,,"[""language"", ""spelling"", ""de"", ""grade-3"", ""diff-4""]",23800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,5,1,fr,Combien font 35 ÷ 7 ? (arrondir à l'entier le plus proche),,"[""6"", ""7"", ""5"", ""4""]",2,,Le résultat correct est 5.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-5"", ""diff-1""]",8000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,language,2,4,de,Wieviele Buchstaben hat das Wort 'banana' (engl.)?,,,,6,Zähle die Buchstaben des englischen Wortes.,,,"[""language"", ""spelling"", ""de"", ""grade-2"", ""diff-4""]",27200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
